subscription_id,customer_id,customer_name,plan_name,mrr_amount,previous_mrr,status,start_date,end_date
sub_03353,cus_0890,Thomas Clark and Acosta,pro,299,99,active,2022-10-07,
sub_03354,cus_0240,Lynch-Hamilton,enterprise,799,499,active,2022-10-28,
sub_03355,cus_1066,Robinson-Bridges,growth,499,299,active,2022-10-31,
sub_03356,cus_0791,Fernandez-Ferrell,enterprise,799,499,active,2022-10-26,
sub_03357,cus_0305,Koch Rice and Sims,enterprise_plus,999,799,active,2022-10-18,
sub_03358,cus_0658,Rose-Shah,growth,499,299,active,2022-10-19,
sub_03359,cus_0360,Cortez-Barnes,enterprise_plus,999,799,active,2022-10-13,
sub_03360,cus_0014,Ward Smith and Williams,enterprise,799,499,active,2022-10-04,
sub_03361,cus_0978,Rogers Mayo and Strickland,enterprise,799,499,active,2022-10-16,
sub_03362,cus_0871,Johnson Lee and Sanchez,enterprise,799,499,active,2022-10-20,
sub_03363,cus_0740,Fisher-Torres,starter,99,99,cancelled,2022-10-19,2022-10-19
sub_03364,cus_0386,Garcia Walls and Adams,enterprise_plus,999,799,active,2022-10-19,
sub_03365,cus_0807,Coleman Ramirez and Stein,pro,299,99,active,2022-10-02,
sub_03366,cus_1147,Young Group,enterprise_plus,999,799,active,2022-10-07,
sub_03367,cus_0548,Maldonado LLC,enterprise_plus,999,799,active,2022-10-16,
sub_03368,cus_0455,Cunningham Patel and Martinez,pro,299,499,active,2022-10-20,
sub_03369,cus_1316,Mathis-Simmons,growth,499,299,active,2022-10-30,
sub_03370,cus_0739,French Clark and Horton,growth,499,299,active,2022-10-26,
sub_03371,cus_0584,Anderson-Phillips,growth,499,299,active,2022-10-01,
sub_03372,cus_1150,Moore-Shields,growth,499,299,active,2022-10-23,
sub_03373,cus_0593,Mills-Mccann,enterprise,799,499,active,2022-10-01,
sub_03374,cus_0638,Davis-Mathis,growth,499,299,active,2022-10-09,
sub_03375,cus_0429,Gallagher-Alexander,enterprise,799,499,active,2022-10-14,
sub_03376,cus_0782,Reed Ltd,enterprise,799,499,active,2022-10-13,
sub_03377,cus_0681,Clarke Cooper and House,pro,299,499,active,2022-10-14,
sub_03378,cus_0397,Vaughn-Freeman,growth,499,299,active,2022-10-08,
sub_03379,cus_0458,Alvarez Koch and Proctor,enterprise,799,499,active,2022-10-24,
sub_03380,cus_0509,Herrera-Lee,pro,299,499,active,2022-10-10,
sub_03381,cus_0706,Figueroa Ltd,pro,299,99,active,2022-10-26,
sub_03382,cus_0709,Sanchez-Nelson,enterprise,799,499,active,2022-10-30,
sub_03383,cus_0351,Manning PLC,starter,99,99,cancelled,2022-10-25,2022-10-25
sub_03384,cus_0193,Cooper Brennan and Marshall,enterprise,799,799,cancelled,2022-10-22,2022-10-22
sub_03385,cus_1241,Contreras and Sons,pro,299,499,active,2022-10-14,
sub_03386,cus_0938,Mccoy Group,enterprise_plus,999,799,active,2022-10-25,
sub_03387,cus_1006,Torres Gomez and Craig,pro,299,299,cancelled,2022-10-13,2022-10-13
sub_03388,cus_1169,Lawrence-Fox,enterprise,799,499,active,2022-10-10,
sub_03389,cus_0859,Martin Jennings and Villa,growth,499,299,active,2022-10-05,
sub_03390,cus_1181,Hunt-Jenkins,growth,499,299,active,2022-10-12,
sub_03391,cus_0939,Hernandez-Keith,pro,299,99,active,2022-10-26,
sub_03392,cus_1222,Richard Brown and Thompson,enterprise,799,499,active,2022-10-19,
sub_03393,cus_0381,Brown Pearson and Buchanan,growth,499,799,active,2022-10-09,
sub_03394,cus_0036,Morris PLC,growth,499,299,active,2022-10-12,
sub_03395,cus_1135,Bennett Williams and Powell,enterprise,799,499,active,2022-10-15,
sub_03396,cus_0158,Thomas-Bush,enterprise,799,499,active,2022-10-21,
sub_03397,cus_1072,Barrett Haley and Williams,growth,499,499,cancelled,2022-10-01,2022-10-01
sub_03398,cus_0495,Cobb Inc,enterprise_plus,999,799,active,2022-10-06,
sub_03399,cus_0524,Cook Martin and Turner,pro,299,499,active,2022-10-24,
sub_03400,cus_0828,Mills-White,growth,499,299,active,2022-10-04,
sub_03401,cus_1171,Flores-Christensen,growth,499,299,active,2022-10-05,
sub_03402,cus_0017,Bush-Miller,growth,499,299,active,2022-10-23,
sub_03403,cus_1127,King Bell and Adams,growth,499,299,active,2022-10-06,
sub_03404,cus_0762,Lewis Butler and Li,growth,499,299,active,2022-10-24,
sub_03405,cus_0104,Beard Pena and Anderson,growth,499,299,active,2022-10-30,
sub_03406,cus_0832,Robertson-Davis,growth,499,799,active,2022-10-30,
sub_03407,cus_0594,Mcgrath Ltd,pro,299,99,active,2022-10-26,
sub_03408,cus_0413,Stephens Harvey and Cooper,enterprise,799,499,active,2022-10-30,
sub_03409,cus_0286,Ortega Coleman and Stevens,enterprise,799,999,active,2022-10-06,
sub_03410,cus_0877,Miller Ltd,enterprise,799,499,active,2022-10-11,
sub_03411,cus_0800,Patterson Wiley and Rich,starter,99,99,cancelled,2022-10-02,2022-10-02
sub_03412,cus_0066,Burke Group,enterprise,799,999,active,2022-10-07,
sub_03413,cus_0816,Simmons LLC,enterprise_plus,999,799,active,2022-10-28,
sub_03414,cus_1287,Snyder Rodriguez and Spencer,enterprise,799,499,active,2022-10-06,
sub_03415,cus_1162,Marshall LLC,enterprise,799,499,active,2022-10-01,
sub_03416,cus_1198,Oneal Brown and Brooks,pro,299,99,active,2022-10-21,
sub_03417,cus_1208,Moreno-Howell,growth,499,299,active,2022-10-24,
sub_03418,cus_0884,Hansen PLC,enterprise,799,999,active,2022-10-07,
sub_03419,cus_0540,Howard Watson and Rose,starter,99,299,active,2022-10-02,
sub_03420,cus_1159,Rosales Freeman and Michael,growth,499,799,active,2022-10-05,
sub_03421,cus_0870,Ortiz Inc,enterprise,799,499,active,2022-10-06,
sub_03422,cus_0223,Gallagher-Weaver,enterprise_plus,999,799,active,2022-10-15,
sub_03423,cus_0793,Pena Smith and Sanchez,growth,499,499,cancelled,2022-10-20,2022-10-20
sub_03424,cus_0538,Hebert-Waters,enterprise_plus,999,999,cancelled,2022-10-28,2022-10-28
sub_03425,cus_1205,Mcfarland-Clark,pro,299,99,active,2022-10-05,
sub_03426,cus_1156,Giles-Robinson,pro,299,499,active,2022-10-22,
sub_03427,cus_0418,Freeman Smith and Brown,pro,299,,reactivation,2022-10-20,
sub_03428,cus_0530,Cline-Atkins,pro,299,,reactivation,2022-10-27,
sub_03429,cus_0569,Cline-Washington,starter,99,,reactivation,2022-10-21,
sub_03430,cus_0346,Molina and Sons,pro,299,,reactivation,2022-10-29,
sub_03431,cus_0918,Simpson Group,starter,99,,reactivation,2022-10-17,
sub_03432,cus_1318,Reynolds PLC,pro,299,,active,2022-11-09,
sub_03433,cus_1319,Leon Middleton and Dunn,starter,99,,active,2022-11-29,
sub_03434,cus_1320,Mcbride-Brady,enterprise_plus,999,,active,2022-11-27,
sub_03435,cus_1321,Jackson PLC,pro,299,,active,2022-11-22,
sub_03436,cus_1322,Rhodes-Conner,pro,299,,active,2022-11-06,
sub_03437,cus_1323,Figueroa Daniel and Castillo,pro,299,,active,2022-11-26,
sub_03438,cus_1324,Campos-Stephenson,growth,499,,active,2022-11-16,
sub_03439,cus_1325,Sweeney Cook and Wilson,starter,99,,active,2022-11-08,
sub_03440,cus_1326,Willis Frey and Carlson,enterprise_plus,999,,active,2022-11-17,
sub_03441,cus_1327,Carpenter-Velazquez,starter,99,,active,2022-11-14,
sub_03442,cus_1328,Smith Inc,pro,299,,active,2022-11-25,
sub_03443,cus_1329,Freeman Ltd,starter,99,,active,2022-11-03,
sub_03444,cus_1330,Wise-Stephenson,growth,499,,active,2022-11-11,
sub_03445,cus_1331,Austin Jones and Adams,enterprise,799,,active,2022-11-20,
sub_03446,cus_1332,Cohen-Weaver,enterprise_plus,999,,active,2022-11-23,
sub_03447,cus_1333,Miller LLC,pro,299,,active,2022-11-14,
sub_03448,cus_1334,Yoder-Smith,growth,499,,active,2022-11-10,
sub_03449,cus_1335,Diaz Kennedy and Merritt,pro,299,,active,2022-11-03,
sub_03450,cus_1336,Thompson Sanchez and West,starter,99,,active,2022-11-15,
sub_03451,cus_1337,Pineda-Harrison,starter,99,,active,2022-11-02,
sub_03452,cus_1338,Garcia-Ward,pro,299,,active,2022-11-02,
sub_03453,cus_1339,Moreno LLC,pro,299,,active,2022-11-04,
sub_03454,cus_1340,Smith LLC,enterprise,799,,active,2022-11-09,
sub_03455,cus_1341,Jones Stout and Logan,starter,99,,active,2022-11-27,
sub_03456,cus_1342,Knight Group,enterprise,799,,active,2022-11-13,
sub_03457,cus_1343,White Nelson and Hammond,pro,299,,active,2022-11-24,
sub_03458,cus_1344,Mclean Spence and Jackson,growth,499,,active,2022-11-11,
sub_03459,cus_1345,Lang and Sons,growth,499,,active,2022-11-07,
sub_03460,cus_1346,Moreno-Hawkins,pro,299,,active,2022-11-27,
sub_03461,cus_1347,Guzman Young and Yang,growth,499,,active,2022-11-04,
sub_03462,cus_1348,Martinez Group,enterprise,799,,active,2022-11-08,
sub_03463,cus_1349,Jimenez-Maldonado,enterprise,799,,active,2022-11-11,
sub_03464,cus_1350,Hill Group,starter,99,,active,2022-11-28,
sub_03465,cus_1351,Thomas LLC,starter,99,,active,2022-11-08,
sub_03466,cus_1352,Taylor Espinoza and Morrison,pro,299,,active,2022-11-30,
sub_03467,cus_1071,Madden PLC,growth,499,299,active,2022-11-05,
sub_03468,cus_0402,Perez Barker and Fuller,pro,299,499,active,2022-11-10,
sub_03469,cus_0355,Fuentes Group,enterprise,799,499,active,2022-11-04,
sub_03470,cus_0574,Bauer-Rosario,enterprise,799,499,active,2022-11-21,
sub_03471,cus_1213,Suarez and Sons,enterprise,799,499,active,2022-11-04,
sub_03472,cus_1082,Lucas-Compton,pro,299,99,active,2022-11-27,
sub_03473,cus_1019,Ayala-Carney,pro,299,99,active,2022-11-22,
sub_03474,cus_0931,Ayers PLC,starter,99,299,active,2022-11-08,
sub_03475,cus_0735,Stone-Alvarado,enterprise_plus,999,999,cancelled,2022-11-20,2022-11-20
sub_03476,cus_0654,Ramos Johnson and Peck,growth,499,299,active,2022-11-13,
sub_03477,cus_0504,Taylor-Reynolds,growth,499,299,active,2022-11-23,
sub_03478,cus_0668,Mcknight-Rodgers,pro,299,99,active,2022-11-08,
sub_03479,cus_0057,Snyder-Williams,enterprise,799,499,active,2022-11-15,
sub_03480,cus_0272,Houston David and Williams,growth,499,799,active,2022-11-27,
sub_03481,cus_1306,Holloway PLC,growth,499,299,active,2022-11-02,
sub_03482,cus_0116,Kelley Myers and Chase,growth,499,299,active,2022-11-22,
sub_03483,cus_0357,Porter-Mosley,growth,499,499,cancelled,2022-11-29,2022-11-29
sub_03484,cus_0426,Wheeler Group,growth,499,799,active,2022-11-22,
sub_03485,cus_0321,Russell-Alvarez,enterprise_plus,999,799,active,2022-11-17,
sub_03486,cus_1112,Chen Huff and Castro,pro,299,99,active,2022-11-19,
sub_03487,cus_1200,Mcdowell-Bates,pro,299,499,active,2022-11-20,
sub_03488,cus_0276,Price Richardson and Jackson,enterprise,799,799,cancelled,2022-11-28,2022-11-28
sub_03489,cus_0733,Butler-Flores,enterprise,799,499,active,2022-11-24,
sub_03490,cus_1326,Willis Frey and Carlson,enterprise,799,999,active,2022-11-17,
sub_03491,cus_0786,Thomas Green and Gamble,growth,499,299,active,2022-11-17,
sub_03492,cus_0277,Phelps and Sons,growth,499,299,active,2022-11-16,
sub_03493,cus_0110,Crawford Shepherd and Jackson,starter,99,299,active,2022-11-06,
sub_03494,cus_0736,Kim Shaw and Reyes,enterprise,799,999,active,2022-11-07,
sub_03495,cus_0707,Johnson-Scott,starter,99,99,cancelled,2022-11-16,2022-11-16
sub_03496,cus_0612,Smith PLC,growth,499,799,active,2022-11-03,
sub_03497,cus_0840,Kirk and Sons,enterprise_plus,999,799,active,2022-11-23,
sub_03498,cus_0049,Powell-Campos,enterprise,799,499,active,2022-11-10,
sub_03499,cus_0541,Anderson Park and Thompson,growth,499,299,active,2022-11-14,
sub_03500,cus_1336,Thompson Sanchez and West,pro,299,99,active,2022-11-14,
sub_03501,cus_0594,Mcgrath Ltd,growth,499,299,active,2022-11-01,
sub_03502,cus_0567,Price Hebert and Crawford,growth,499,299,active,2022-11-17,
sub_03503,cus_1151,Henry PLC,pro,299,499,active,2022-11-10,
sub_03504,cus_0589,Johnson Inc,growth,499,299,active,2022-11-30,
sub_03505,cus_0820,Hughes LLC,enterprise,799,999,active,2022-11-06,
sub_03506,cus_0945,Bailey LLC,growth,499,299,active,2022-11-15,
sub_03507,cus_1173,Macdonald Inc,pro,299,499,active,2022-11-26,
sub_03508,cus_1241,Contreras and Sons,growth,499,299,active,2022-11-23,
sub_03509,cus_1097,Estes-Morris,enterprise,799,499,active,2022-11-28,
sub_03510,cus_0464,Mckee Jones and Greene,enterprise,799,499,active,2022-11-17,
sub_03511,cus_1109,Schwartz PLC,enterprise_plus,999,799,active,2022-11-02,
sub_03512,cus_0602,Martinez Franklin and Ayala,enterprise,799,499,active,2022-11-06,
sub_03513,cus_0973,Perry-Lara,pro,299,99,active,2022-11-04,
sub_03514,cus_1233,Vega Group,starter,99,99,cancelled,2022-11-30,2022-11-30
sub_03515,cus_0893,Morris-Moore,growth,499,799,active,2022-11-28,
sub_03516,cus_0792,Davis Cortez and Salazar,growth,499,299,active,2022-11-19,
sub_03517,cus_0917,Hanson Group,enterprise_plus,999,799,active,2022-11-05,
sub_03518,cus_0432,Lynn LLC,enterprise,799,799,cancelled,2022-11-01,2022-11-01
sub_03519,cus_1029,Nunez and Sons,growth,499,299,active,2022-11-25,
sub_03520,cus_1300,Fletcher LLC,growth,499,499,cancelled,2022-11-24,2022-11-24
sub_03521,cus_0385,Austin Mitchell and Barnes,growth,499,299,active,2022-11-22,
sub_03522,cus_0118,Aguirre Hughes and Warren,growth,499,299,active,2022-11-17,
sub_03523,cus_0245,Solis and Sons,enterprise,799,799,cancelled,2022-11-09,2022-11-09
sub_03524,cus_0592,Weber-Boyle,growth,499,799,active,2022-11-03,
sub_03525,cus_1193,Miller and Sons,starter,99,299,active,2022-11-15,
sub_03526,cus_0630,Bernard Sanders and Williams,pro,299,499,active,2022-11-13,
sub_03527,cus_0104,Beard Pena and Anderson,enterprise,799,499,active,2022-11-26,
sub_03528,cus_0895,Ramirez and Sons,growth,499,299,active,2022-11-07,
sub_03529,cus_0160,Smith and Sons,growth,499,799,active,2022-11-13,
sub_03530,cus_0279,Mcdonald Ltd,enterprise_plus,999,799,active,2022-11-21,
sub_03531,cus_0151,Larson Elliott and Rivas,enterprise,799,499,active,2022-11-08,
sub_03532,cus_0998,Scott-Johnson,enterprise,799,499,active,2022-11-15,
sub_03533,cus_0471,Rollins LLC,growth,499,799,active,2022-11-09,
sub_03534,cus_0882,Andrews-Ortega,growth,499,299,active,2022-11-02,
sub_03535,cus_1062,Jones Brown and Warner,pro,299,299,cancelled,2022-11-16,2022-11-16
sub_03536,cus_0301,Perry and Sons,growth,499,499,cancelled,2022-11-15,2022-11-15
sub_03537,cus_0508,Ochoa-Hodges,enterprise_plus,999,799,active,2022-11-30,
sub_03538,cus_0579,Ward White and Andrews,growth,499,299,active,2022-11-25,
sub_03539,cus_1321,Jackson PLC,growth,499,299,active,2022-11-11,
sub_03540,cus_0456,Li-Gonzales,pro,299,99,active,2022-11-13,
sub_03541,cus_0787,Warner PLC,growth,499,299,active,2022-11-20,
sub_03542,cus_0681,Clarke Cooper and House,growth,499,299,active,2022-11-15,
sub_03543,cus_1305,Kirby-Ellison,enterprise_plus,999,799,active,2022-11-18,
sub_03544,cus_0177,Suarez-Lee,enterprise_plus,999,799,active,2022-11-14,
sub_03545,cus_0007,Marshall Ltd,enterprise,799,499,active,2022-11-13,
sub_03546,cus_0928,Garcia and Sons,pro,299,299,cancelled,2022-11-21,2022-11-21
sub_03547,cus_0734,Gonzalez PLC,enterprise,799,499,active,2022-11-12,
sub_03548,cus_0937,Thomas-Thompson,pro,299,99,active,2022-11-13,
sub_03549,cus_1310,Trujillo Erickson and Rogers,starter,99,299,active,2022-11-04,
sub_03550,cus_0190,Thomas LLC,starter,99,,reactivation,2022-11-05,
sub_03551,cus_0812,Vargas-Tyler,pro,299,,reactivation,2022-11-30,
sub_03552,cus_1353,Jones-Webster,starter,99,,active,2022-12-17,
sub_03553,cus_1354,Ruiz-Lopez,pro,299,,active,2022-12-07,
sub_03554,cus_1355,Jimenez LLC,pro,299,,active,2022-12-15,
sub_03555,cus_1356,Williams Ltd,enterprise_plus,999,,active,2022-12-19,
sub_03556,cus_1357,Smith Ltd,enterprise,799,,active,2022-12-15,
sub_03557,cus_1358,Williams-Cochran,starter,99,,active,2022-12-06,
sub_03558,cus_1359,Larson Inc,starter,99,,active,2022-12-20,
sub_03559,cus_1360,Mendoza Noble and Dennis,enterprise,799,,active,2022-12-24,
sub_03560,cus_1361,Blackburn-Morrison,starter,99,,active,2022-12-25,
sub_03561,cus_1362,Matthews Alvarado and Moore,pro,299,,active,2022-12-20,
sub_03562,cus_1363,Greene Ltd,growth,499,,active,2022-12-28,
sub_03563,cus_1364,Ortiz West and Ramirez,pro,299,,active,2022-12-06,
sub_03564,cus_1365,Rodriguez LLC,enterprise,799,,active,2022-12-12,
sub_03565,cus_1366,Jackson Tran and Mckenzie,growth,499,,active,2022-12-11,
sub_03566,cus_1367,Stone Shea and Miller,growth,499,,active,2022-12-17,
sub_03567,cus_1368,Caldwell-Martinez,enterprise_plus,999,,active,2022-12-30,
sub_03568,cus_1369,Hanson-Stein,enterprise,799,,active,2022-12-22,
sub_03569,cus_1370,Freeman Rowe and Scott,starter,99,,active,2022-12-07,
sub_03570,cus_1371,Graves Inc,growth,499,,active,2022-12-25,
sub_03571,cus_1372,Powell Ltd,pro,299,,active,2022-12-22,
sub_03572,cus_1373,Alvarado Ltd,growth,499,,active,2022-12-10,
sub_03573,cus_1374,Osborne Inc,starter,99,,active,2022-12-15,
sub_03574,cus_1375,Hawkins Johnson and Cooper,pro,299,,active,2022-12-09,
sub_03575,cus_1376,Sanders Hayes and Williams,starter,99,,active,2022-12-15,
sub_03576,cus_1377,Aguilar Ltd,starter,99,,active,2022-12-16,
sub_03577,cus_1378,Brewer-Alvarez,starter,99,,active,2022-12-21,
sub_03578,cus_1379,Chung Parsons and Parker,pro,299,,active,2022-12-24,
sub_03579,cus_1380,Kelly-Perez,pro,299,,active,2022-12-14,
sub_03580,cus_1381,Oliver LLC,pro,299,,active,2022-12-16,
sub_03581,cus_1382,Butler-Jones,growth,499,,active,2022-12-26,
sub_03582,cus_1383,Powers Roberts and Walker,enterprise,799,,active,2022-12-13,
sub_03583,cus_1384,Vargas-Gutierrez,starter,99,,active,2022-12-29,
sub_03584,cus_1385,Cooper-Mercado,starter,99,,active,2022-12-10,
sub_03585,cus_1386,Smith Cooper and Baldwin,pro,299,,active,2022-12-11,
sub_03586,cus_1387,Blake Obrien and Walker,starter,99,,active,2022-12-17,
sub_03587,cus_1388,Powers LLC,starter,99,,active,2022-12-11,
sub_03588,cus_1389,Mosley-Cobb,pro,299,,active,2022-12-11,
sub_03589,cus_1390,Casey Inc,starter,99,,active,2022-12-29,
sub_03590,cus_1391,Huang Group,enterprise_plus,999,,active,2022-12-05,
sub_03591,cus_1392,Barrett-Wood,pro,299,,active,2022-12-12,
sub_03592,cus_1393,Montgomery Burke and Leach,enterprise_plus,999,,active,2022-12-17,
sub_03593,cus_1394,Miller LLC,enterprise_plus,999,,active,2022-12-08,
sub_03594,cus_1395,Aguirre and Sons,pro,299,,active,2022-12-09,
sub_03595,cus_1396,Thompson LLC,starter,99,,active,2022-12-31,
sub_03596,cus_1397,Kennedy-Bell,pro,299,,active,2022-12-25,
sub_03597,cus_1398,Brown Brown and Macdonald,starter,99,,active,2022-12-15,
sub_03598,cus_1399,Saunders PLC,starter,99,,active,2022-12-27,
sub_03599,cus_0953,Robertson Inc,starter,99,99,cancelled,2022-12-18,2022-12-18
sub_03600,cus_1052,Wilkerson-Stewart,pro,299,99,active,2022-12-09,
sub_03601,cus_0148,Gilbert Lopez and Esparza,enterprise_plus,999,799,active,2022-12-17,
sub_03602,cus_1361,Blackburn-Morrison,pro,299,99,active,2022-12-07,
sub_03603,cus_0874,Douglas Clements and Padilla,enterprise_plus,999,799,active,2022-12-01,
sub_03604,cus_1382,Butler-Jones,enterprise,799,499,active,2022-12-11,
sub_03605,cus_1100,Poole Thomas and Jackson,enterprise_plus,999,799,active,2022-12-10,
sub_03606,cus_1398,Brown Brown and Macdonald,pro,299,99,active,2022-12-27,
sub_03607,cus_0901,Mcintosh Group,growth,499,299,active,2022-12-13,
sub_03608,cus_1324,Campos-Stephenson,enterprise,799,499,active,2022-12-24,
sub_03609,cus_1179,Fernandez Chaney and Lopez,enterprise,799,499,active,2022-12-29,
sub_03610,cus_1337,Pineda-Harrison,pro,299,99,active,2022-12-08,
sub_03611,cus_0454,Lee Hunt and Jenkins,enterprise,799,499,active,2022-12-26,
sub_03612,cus_0951,Turner Johnson and Lewis,starter,99,299,active,2022-12-10,
sub_03613,cus_1387,Blake Obrien and Walker,pro,299,99,active,2022-12-10,
sub_03614,cus_0686,Adams Gross and Smith,pro,299,99,active,2022-12-09,
sub_03615,cus_0554,Williams Cook and Goodwin,pro,299,99,active,2022-12-15,
sub_03616,cus_0065,Martin Inc,pro,299,499,active,2022-12-18,
sub_03617,cus_0309,Lewis Edwards and Nguyen,enterprise,799,499,active,2022-12-01,
sub_03618,cus_0332,Sandoval and Sons,growth,499,799,active,2022-12-01,
sub_03619,cus_1346,Moreno-Hawkins,growth,499,299,active,2022-12-04,
sub_03620,cus_0915,Cantu Inc,enterprise_plus,999,799,active,2022-12-12,
sub_03621,cus_0940,Davis Ltd,growth,499,799,active,2022-12-20,
sub_03622,cus_1310,Trujillo Erickson and Rogers,pro,299,99,active,2022-12-15,
sub_03623,cus_0961,Adams Allen and Moore,enterprise_plus,999,799,active,2022-12-26,
sub_03624,cus_0966,Brown Group,enterprise,799,499,active,2022-12-26,
sub_03625,cus_0780,Wolfe and Sons,enterprise_plus,999,799,active,2022-12-28,
sub_03626,cus_0674,Crawford Inc,pro,299,99,active,2022-12-04,
sub_03627,cus_1302,Johnson Armstrong and Guzman,starter,99,99,cancelled,2022-12-17,2022-12-17
sub_03628,cus_0158,Thomas-Bush,enterprise_plus,999,799,active,2022-12-11,
sub_03629,cus_1321,Jackson PLC,enterprise,799,499,active,2022-12-17,
sub_03630,cus_0533,Boyd-Lee,enterprise_plus,999,799,active,2022-12-09,
sub_03631,cus_0036,Morris PLC,growth,499,499,cancelled,2022-12-23,2022-12-23
sub_03632,cus_0456,Li-Gonzales,pro,299,299,cancelled,2022-12-01,2022-12-01
sub_03633,cus_1283,Rogers-Miller,enterprise,799,499,active,2022-12-16,
sub_03634,cus_1160,Carter-Mcknight,enterprise_plus,999,799,active,2022-12-22,
sub_03635,cus_0530,Cline-Atkins,growth,499,299,active,2022-12-20,
sub_03636,cus_1374,Osborne Inc,pro,299,99,active,2022-12-30,
sub_03637,cus_0812,Vargas-Tyler,growth,499,299,active,2022-12-05,
sub_03638,cus_0926,Barker Inc,enterprise_plus,999,799,active,2022-12-14,
sub_03639,cus_0596,Harvey Inc,enterprise,799,499,active,2022-12-24,
sub_03640,cus_0989,Aguilar Cross and Jackson,enterprise,799,499,active,2022-12-08,
sub_03641,cus_1044,Nelson Ltd,starter,99,299,active,2022-12-19,
sub_03642,cus_1101,Sherman-Oconnor,growth,499,299,active,2022-12-30,
sub_03643,cus_1154,Clayton Inc,enterprise_plus,999,799,active,2022-12-19,
sub_03644,cus_1252,Henry Trujillo and Newman,growth,499,299,active,2022-12-23,
sub_03645,cus_0815,Roberts-Andersen,enterprise_plus,999,799,active,2022-12-24,
sub_03646,cus_0084,Reilly Hudson and Davis,enterprise_plus,999,799,active,2022-12-17,
sub_03647,cus_1190,Chang and Sons,pro,299,99,active,2022-12-15,
sub_03648,cus_1189,Ortiz-Casey,pro,299,99,active,2022-12-26,
sub_03649,cus_0088,Cunningham Price and Barajas,enterprise,799,999,active,2022-12-04,
sub_03650,cus_0761,Hill Inc,pro,299,99,active,2022-12-23,
sub_03651,cus_0575,Hansen Collins and Underwood,enterprise_plus,999,799,active,2022-12-22,
sub_03652,cus_0817,Ferrell-Rodriguez,pro,299,99,active,2022-12-08,
sub_03653,cus_0859,Martin Jennings and Villa,enterprise,799,499,active,2022-12-29,
sub_03654,cus_0920,Petersen PLC,pro,299,99,active,2022-12-28,
sub_03655,cus_1143,Rodriguez Group,enterprise_plus,999,799,active,2022-12-26,
sub_03656,cus_1294,Love LLC,enterprise_plus,999,799,active,2022-12-25,
sub_03657,cus_0415,Davis and Sons,starter,99,299,active,2022-12-29,
sub_03658,cus_1126,Turner-Davis,pro,299,99,active,2022-12-18,
sub_03659,cus_1343,White Nelson and Hammond,pro,299,299,cancelled,2022-12-27,2022-12-27
sub_03660,cus_1111,Wallace-Green,growth,499,299,active,2022-12-24,
sub_03661,cus_1112,Chen Huff and Castro,growth,499,299,active,2022-12-05,
sub_03662,cus_1357,Smith Ltd,growth,499,799,active,2022-12-26,
sub_03663,cus_0918,Simpson Group,pro,299,99,active,2022-12-05,
sub_03664,cus_1342,Knight Group,enterprise_plus,999,799,active,2022-12-14,
sub_03665,cus_0904,Anderson Ltd,pro,299,499,active,2022-12-24,
sub_03666,cus_0247,Mcclure-Kelly,growth,499,299,active,2022-12-17,
sub_03667,cus_1066,Robinson-Bridges,enterprise,799,499,active,2022-12-05,
sub_03668,cus_0909,Frederick Phillips and Reed,enterprise,799,499,active,2022-12-31,
sub_03669,cus_1263,Chase and Sons,pro,299,499,active,2022-12-05,
sub_03670,cus_0675,Russell-Porter,enterprise,799,499,active,2022-12-13,
sub_03671,cus_0930,Russo Morris and Mcdaniel,enterprise_plus,999,799,active,2022-12-10,
sub_03672,cus_0842,Lara Davenport and Potts,enterprise,799,999,active,2022-12-25,
sub_03673,cus_1015,Hughes LLC,enterprise,799,499,active,2022-12-08,
sub_03674,cus_0381,Brown Pearson and Buchanan,enterprise,799,499,active,2022-12-14,
sub_03675,cus_1176,Osborn-Brennan,pro,299,499,active,2022-12-05,
sub_03676,cus_0447,Watson PLC,enterprise,799,499,active,2022-12-18,
sub_03677,cus_1379,Chung Parsons and Parker,starter,99,299,active,2022-12-04,
sub_03678,cus_0828,Mills-White,enterprise,799,499,active,2022-12-14,
sub_03679,cus_0637,Cabrera Poole and Ray,enterprise,799,499,active,2022-12-16,
sub_03680,cus_0058,Gordon-Woods,pro,299,499,active,2022-12-27,
sub_03681,cus_1388,Powers LLC,pro,299,99,active,2022-12-26,
sub_03682,cus_1203,Jones-Murphy,pro,299,99,active,2022-12-01,
sub_03683,cus_1229,Arnold-Rogers,enterprise_plus,999,799,active,2022-12-28,
sub_03684,cus_0146,Phillips Group,enterprise_plus,999,799,active,2022-12-06,
sub_03685,cus_1390,Casey Inc,pro,299,99,active,2022-12-05,
sub_03686,cus_0582,Richards Ltd,starter,99,99,cancelled,2022-12-24,2022-12-24
sub_03687,cus_1222,Richard Brown and Thompson,enterprise_plus,999,799,active,2022-12-28,
sub_03688,cus_0478,Jackson Rodriguez and Maddox,enterprise,799,499,active,2022-12-08,
sub_03689,cus_0715,Martin-Taylor,enterprise,799,499,active,2022-12-13,
sub_03690,cus_0574,Bauer-Rosario,enterprise_plus,999,799,active,2022-12-15,
sub_03691,cus_1307,Bauer-Williams,enterprise_plus,999,799,active,2022-12-23,
sub_03692,cus_0075,Riley Inc,enterprise,799,999,active,2022-12-27,
sub_03693,cus_0714,Weaver-Gonzalez,growth,499,299,active,2022-12-31,
sub_03694,cus_0395,Clark Inc,enterprise,799,999,active,2022-12-30,
